name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Nandini Aloo Bhujia,Snacks,Nandini Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,84,412,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nandini_aloo_bhujia.png,mkGold/products/bhujia.png
Fortune Aloo Bhujia,Snacks,Fortune Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,233,408,164,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_aloo_bhujia.png,mkGold/products/bhujia.png
Jersey Popcorn,Snacks,Jersey Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,191,426,116,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/jersey_popcorn.png,mkGold/products/default.png
ITC Popcorn,Snacks,ITC Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,306,441,412,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/itc_popcorn.png,mkGold/products/default.png
Saffola Popcorn,Snacks,Saffola Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,214,388,319,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/saffola_popcorn.png,mkGold/products/default.png
Aashirvaad Popcorn,Snacks,Aashirvaad Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,135,375,432,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/aashirvaad_popcorn.png,mkGold/products/default.png
Heritage Popcorn,Snacks,Heritage Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,71,448,55,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/heritage_popcorn.png,mkGold/products/default.png
Paper Boat Popcorn,Snacks,Paper Boat Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,293,402,110,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_popcorn.png,mkGold/products/default.png
Organic India Popcorn,Snacks,Organic India Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,131,438,100,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_popcorn.png,mkGold/products/default.png
Britannia Popcorn,Snacks,Britannia Popcorn is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,117,387,469,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/britannia_popcorn.png,mkGold/products/default.png
Tata Nachos,Snacks,Tata Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,115,410,157,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/tata_nachos.png,mkGold/products/default.png
HUL Nachos,Snacks,HUL Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,107,404,491,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/hul_nachos.png,mkGold/products/default.png
Heritage Nachos,Snacks,Heritage Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,147,403,430,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/heritage_nachos.png,mkGold/products/default.png
Country Delight Nachos,Snacks,Country Delight Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,283,447,496,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/country_delight_nachos.png,mkGold/products/default.png
Paper Boat Nachos,Snacks,Paper Boat Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,222,417,449,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_nachos.png,mkGold/products/default.png
ITC Nachos,Snacks,ITC Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,215,438,129,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/itc_nachos.png,mkGold/products/default.png
Fortune Nachos,Snacks,Fortune Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,166,386,93,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_nachos.png,mkGold/products/default.png
Dabur Nachos,Snacks,Dabur Nachos is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,108,420,161,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dabur_nachos.png,mkGold/products/default.png
Tata Salted Peanuts,Snacks,Tata Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,131,365,279,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/tata_salted_peanuts.png,mkGold/products/default.png
Dhara Salted Peanuts,Snacks,Dhara Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,229,427,298,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dhara_salted_peanuts.png,mkGold/products/default.png
Jersey Salted Peanuts,Snacks,Jersey Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,62,365,189,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/jersey_salted_peanuts.png,mkGold/products/default.png
Fortune Salted Peanuts,Snacks,Fortune Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,162,427,312,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_salted_peanuts.png,mkGold/products/default.png
Nestle Salted Peanuts,Snacks,Nestle Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,244,445,274,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nestle_salted_peanuts.png,mkGold/products/default.png
24 Mantra Salted Peanuts,Snacks,24 Mantra Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,215,417,327,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/24_mantra_salted_peanuts.png,mkGold/products/default.png
Nandini Salted Peanuts,Snacks,Nandini Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,234,364,489,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nandini_salted_peanuts.png,mkGold/products/default.png
Gemini Salted Peanuts,Snacks,Gemini Salted Peanuts is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,42,412,307,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/gemini_salted_peanuts.png,mkGold/products/default.png
Organic India Roasted Chana,Snacks,Organic India Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,137,404,115,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_roasted_chana.png,mkGold/products/default.png
Aashirvaad Roasted Chana,Snacks,Aashirvaad Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,95,399,435,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/aashirvaad_roasted_chana.png,mkGold/products/default.png
Dhara Roasted Chana,Snacks,Dhara Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,168,368,189,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dhara_roasted_chana.png,mkGold/products/default.png
Britannia Roasted Chana,Snacks,Britannia Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,265,370,356,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/britannia_roasted_chana.png,mkGold/products/default.png
Nestle Roasted Chana,Snacks,Nestle Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,197,434,296,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nestle_roasted_chana.png,mkGold/products/default.png
Fortune Roasted Chana,Snacks,Fortune Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,303,381,303,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_roasted_chana.png,mkGold/products/default.png
Dabur Roasted Chana,Snacks,Dabur Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,80,366,246,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dabur_roasted_chana.png,mkGold/products/default.png
Saffola Roasted Chana,Snacks,Saffola Roasted Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,48,445,459,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/saffola_roasted_chana.png,mkGold/products/default.png
Gemini Cheese Balls,Snacks,Gemini Cheese Balls is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,192,433,448,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/gemini_cheese_balls.png,mkGold/products/default.png
Aashirvaad Cheese Balls,Snacks,Aashirvaad Cheese Balls is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,197,407,247,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/aashirvaad_cheese_balls.png,mkGold/products/default.png
